"ID","huc2","huc4","huc4_name","Latitude","Longitude","Elevation","Location","River_group","Anomalies","PeriodLength","PeriodID","AccumValue","Indicator","Year","Condition","WYT","meanValue","ratio","Ratio_Diff","Previous_PeriodLength","Whiplash","Flag"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-81.005,1,42,-69.36607176,-69.36607176,1990,"Deficit","D",203.505,-0.340856842632859,-0.514731108130021,1,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-49.305,1,52,-35.061,-35.061,2018,"Deficit","BN",203.505,-0.172285693226211,-0.596738049384536,1,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",12.495,1,53,7.7394,7.7394,2019,"Surplus","AN",203.505,0.0380305152207563,0.210316208446967,1,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",16.495,2,55,35.732227884,16.744293444,2024,"Surplus","AN",203.505,0.0822795186555613,-0.0110249919952826,1,NA,"Estimated"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-108.605,1,44,-92.701766107176,-92.701766107176,1994,"Deficit","C",203.505,-0.455525741908926,-0.70331984489529,1,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-97.705,2,42,-164.237178936,-94.871107176,1991,"Deficit","C",203.505,-0.466185632667502,-0.125328790034643,1,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-129.105,3,42,-289.9187896536,-125.6816107176,1992,"Deficit","C",203.505,-0.617584878590698,-0.151399245923196,2,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",69.995,1,43,50.42733892824,50.42733892824,1993,"Surplus","W",203.505,0.247794102986364,0.865378981577062,3,NA,"Actual"
"BTYO3",18,1801,"Klamath-Northern California Coastal",42.45,-121.24,4305,"Klamath County in Oregon","North Coast",-64.405,1,38,-56.499599976,-56.499599976,1981,"Deficit","D",203.505,-0.277632490484263,-0.349615981012752,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",732.065,2,60,701.87700828,662.76927348,2017,"Surplus","W",1185.935,0.558858009486186,0.525881720903759,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",99.4650000000001,1,60,39.1077348000001,39.1077348000001,2016,"Surplus","AN",1185.935,0.0329762885824266,0.458048195558779,4,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-220.435,3,49,-761.32806732,-221.74151412,1989,"Deficit","BN",1185.935,-0.186976110933567,0.00991506876852441,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-502.935,4,49,-1236.143718732,-474.815651412,1990,"Deficit","D",1185.935,-0.40037240777277,-0.213396296839203,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",0.465000000000146,2,55,-345.229242,-31.0040219999999,2002,"Deficit","AN",1185.935,-0.0261431039643824,0.238816796873353,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-691.735,5,49,-1906.1867838732,-670.0430651412,1991,"Deficit","C",1185.935,-0.564991390878252,-0.164618983105482,4,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-467.435,1,57,-373.827,-373.827,2007,"Deficit","D",1185.935,-0.315217107177037,-0.850209817570103,4,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",457.365,3,54,1612.23768,438.2628,2000,"Surplus","W",1185.935,0.36955043910501,0.144965617845835,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-397.835,1,55,-314.22522,-314.22522,2001,"Deficit","D",1185.935,-0.264959900837736,-0.634510339942746,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-641.335,1,61,-530.337,-530.337,2018,"Deficit","C",1185.935,-0.447188926880478,-1.00604693636666,2,-0.447188926880478,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",243.865,2,54,1173.97488,266.343,1999,"Surplus","AN",1185.935,0.224584821259175,-0.54074538655154,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",182.065,2,56,670.0110978,210.723,2004,"Surplus","AN",1185.935,0.177685117649787,-0.209594200188037,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-473.735,4,59,-1844.856372,-504.107652,2015,"Deficit","C",1185.935,-0.425071906976352,0.230496501072993,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-348.235,2,57,-724.6212,-350.7942,2008,"Deficit","D",1185.935,-0.295795469397564,0.0194216377794736,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",513.765,1,56,459.2880978,459.2880978,2003,"Surplus","W",1185.935,0.387279317837824,0.413422421802207,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-817.535,3,59,-1340.74872,-777.46152,2014,"Deficit","C",1185.935,-0.655568408049345,-0.304115588122452,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-725.135,1,63,-625.45602,-625.45602,2020,"Deficit","C",1185.935,-0.52739485722236,-0.75645867606572,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-336.135,1,47,-267.0762,-267.0762,1985,"Deficit","BN",1185.935,-0.22520306762175,-0.524083697673144,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",121.065,1,48,82.2508800000001,82.2508800000001,1986,"Surplus","AN",1185.935,0.0693553019347604,0.29455836955651,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",360.765,1,62,271.6548,271.6548,2019,"Surplus","W",1185.935,0.22906381884336,0.676252745723838,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",341.765,3,46,1775.18874913923,354.453,1984,"Surplus","W",1185.935,0.298880630051394,-0.520374219497696,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-225.435,2,49,-539.5865532,-233.5001412,1988,"Deficit","BN",1185.935,-0.196891179702092,0.0612059436647034,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",228.565,3,56,896.7918978,226.7808,2005,"Surplus","AN",1185.935,0.191225320106077,0.0135402024562898,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-349.235,1,49,-306.086412,-306.086412,1987,"Deficit","BN",1185.935,-0.258097123366795,-0.327452425301555,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",1019.065,1,54,907.63188,907.63188,1998,"Surplus","W",1185.935,0.765330207810715,0.84566024276204,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",296.265,1,58,228.540408,228.540408,2010,"Surplus","AN",1185.935,0.192709050664666,0.513958461467112,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",597.765,2,58,789.3829488,560.8425408,2011,"Surplus","W",1185.935,0.472911703255238,0.280202652590572,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",679.765,4,56,1531.2584778,634.46658,2006,"Surplus","W",1185.935,0.534992710393066,0.343767390286989,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-384.335,3,57,-1105.60212,-380.98092,2009,"Deficit","D",1185.935,-0.321249410802447,-0.0254539414048831,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-129.235,1,53,-95.2661999999999,-95.2661999999999,1997,"Deficit","BN",1185.935,-0.0803300349513252,-0.257787484136989,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",381.565,1,64,272.37977898,272.37977898,2023,"Surplus","W",1185.935,0.229675133105946,0.828601052486013,3,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-214.835,1,59,-146.487,-146.487,2012,"Deficit","BN",1185.935,-0.123520260385266,-0.596431963640503,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-446.835,2,59,-563.2872,-416.8002,2013,"Deficit","D",1185.935,-0.351452819926893,-0.227932559541627,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-696.235,3,63,-2172.5003322,-710.2872102,2022,"Deficit","C",1185.935,-0.598925919380067,0.106641503792366,2,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",181.765,2,52,693.543089193486,210.453,1996,"Surplus","AN",1185.935,0.177457449185664,-0.22989210133227,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",529.965,1,46,449.152749139229,449.152749139229,1982,"Surplus","W",1185.935,0.378733024271338,0.613280034527138,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-860.235,2,63,-1462.213122,-836.757102,2021,"Deficit","C",1185.935,-0.705567423172433,-0.178172565950073,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",596.965,1,52,483.090089193486,483.090089193486,1995,"Surplus","W",1185.935,0.407349550517934,0.864190868183018,1,0.407349550517934,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",375.865,1,50,308.273919348588,308.273919348588,1993,"Surplus","W",1185.935,0.259941665730911,0.512945250677911,6,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-636.235,1,51,-541.784108065141,-541.784108065141,1994,"Deficit","C",1185.935,-0.456841317665084,-0.716782983395995,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",1027.465,2,46,1420.73574913923,971.583,1983,"Surplus","W",1185.935,0.81925484954909,0.440521825277752,1,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-258.935,6,49,-2206.23259038732,-300.04580651412,1992,"Deficit","BN",1185.935,-0.253003584947,0.311987805931253,5,NA,"Actual"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",394.065,2,64,654.276256878,381.896477898,2024,"Surplus","W",1185.935,0.322021424359683,0.0923462912537365,1,NA,"Estimated"
"CEGC1",18,1801,"Klamath-Northern California Coastal",40.8,-122.76,2370,"Trinity County in California","North Coast",-318.535,1,45,-278.157508607712,-278.157508607712,1981,"Deficit","BN",1185.935,-0.2345470102558,-0.306422715014388,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-46.21,3,50,-341.96652,-58.20132,1989,"Deficit","BN",259.81,-0.224014933990224,0.415387706400831,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",2.88999999999999,4,56,-275.567862,-2.47924200000001,2010,"Deficit","AN",259.81,-0.00954251953350531,0.185994295831569,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-144.71,1,50,-117.642,-117.642,1987,"Deficit","D",259.81,-0.45280012316693,-0.991895539047766,1,-0.45280012316693,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",219.79,1,57,197.5630758,197.5630758,2011,"Surplus","W",259.81,0.760413670759401,0.769956190292907,4,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",326.19,2,47,489.618659412761,306.168,1983,"Surplus","W",259.81,1.1784303914399,0.472334939329659,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-171.51,2,50,-283.7652,-166.1232,1988,"Deficit","C",259.81,-0.639402640391055,-0.186602517224125,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-119.01,2,58,-225.6252,-117.8832,2013,"Deficit","D",259.81,-0.453728493899388,-0.0390331396020168,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-168.21,2,60,-264.948072,-161.712552,2021,"Deficit","C",259.81,-0.622426203764289,-0.225076140256341,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-83.11,3,60,-355.9183272,-90.9702552,2022,"Deficit","BN",259.81,-0.35014146953543,0.27228473422886,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-80.01,3,54,-231.8454342,-83.4632922,2002,"Deficit","BN",259.81,-0.32124742003772,0.119624455563681,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",92.59,3,47,585.546659412761,95.928,1984,"Surplus","W",259.81,0.369223663446365,-0.809206727993534,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-71.31,1,48,-54.5862,-54.5862,1985,"Deficit","BN",259.81,-0.21010045802702,-0.579324121473384,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-142.61,1,56,-115.752,-115.752,2007,"Deficit","D",259.81,-0.445525576382741,-1.1304283694653,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",353.09,1,61,308.68397448,308.68397448,2023,"Surplus","W",259.81,1.18811429306031,1.53825576259574,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-167.11,3,58,-387.81252,-162.18732,2014,"Deficit","C",259.81,-0.624253569916478,-0.170525076017089,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",65.99,5,53,638.88173000868,66.6978,1999,"Surplus","AN",259.81,0.256717601324045,-0.0245186867326123,4,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-121.21,1,46,-99.5034058723873,-99.5034058723873,1981,"Deficit","BN",259.81,-0.382985281060726,-0.751931592889089,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-23.21,5,58,-602.7720252,-38.5317732,2016,"Deficit","AN",259.81,-0.148307506254571,0.530756933143451,4,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",161.69,1,49,140.06238,140.06238,1986,"Surplus","W",259.81,0.539095415880836,0.749195873907856,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-145.21,4,50,-478.475652,-136.509132,1990,"Deficit","C",259.81,-0.525419083176167,-0.301404149185944,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-3.50999999999999,2,59,415.25582268,9.43800000000001,2018,"Surplus","AN",259.81,0.0363265463223125,-1.52565267957353,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-105.51,2,56,-222.2862,-106.5342,2008,"Deficit","BN",259.81,-0.410046572495285,0.0354790038874563,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",214.89,1,47,183.450659412761,183.450659412761,1982,"Surplus","W",259.81,0.706095452110239,1.08908073317097,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",455.19,1,59,405.81782268,405.81782268,2017,"Surplus","W",259.81,1.56197922589585,1.71028673215042,5,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-44.61,3,56,-273.08862,-50.80242,2009,"Deficit","BN",259.81,-0.195536815365075,0.214509757130211,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",191.19,2,55,236.68054137858,177.94459467078,2006,"Surplus","W",259.81,0.68490279308256,0.458830098775952,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",97.99,3,59,504.39062268,89.1348,2019,"Surplus","W",259.81,0.343076863862053,0.306750317539741,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-94.41,5,54,-365.011296342,-89.350532922,2004,"Deficit","BN",259.81,-0.3439072126631,-0.175263476009391,4,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-133.71,1,58,-107.742,-107.742,2012,"Deficit","D",259.81,-0.414695354297371,-1.17510902505677,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-39.41,4,54,-275.66076342,-43.81532922,2003,"Deficit","AN",259.81,-0.168643736653708,0.152603683384011,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-35.81,1,62,-19.632,-19.632,2024,"Deficit","AN",259.81,-0.0755629113583003,-1.26367720441861,1,NA,"Estimated"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",156.29,3,53,499.11593000868,152.5758,1997,"Surplus","W",259.81,0.587259150917979,0.128662484123013,2,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",53.39,1,51,32.303000868,32.303000868,1993,"Surplus","AN",259.81,0.124333169885686,0.73046838916131,6,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",75.19,1,55,58.7359467078,58.7359467078,2005,"Surplus","AN",259.81,0.226072694306609,0.569979906969709,5,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",118.39,2,53,346.54013000868,119.148,1996,"Surplus","W",259.81,0.458596666794965,-0.416628035905777,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-178.01,4,58,-564.240252,-176.427732,2015,"Deficit","C",259.81,-0.679064439398022,-0.0548108694815441,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-123.51,2,54,-148.382142,-114.542922,2001,"Deficit","D",259.81,-0.440871875601401,-0.310625849659366,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",67.19,4,53,572.18393000868,73.068,1998,"Surplus","W",259.81,0.281236288056657,-0.306022862861322,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-124.61,1,60,-103.23552,-103.23552,2020,"Deficit","BN",259.81,-0.397350063507948,-0.740426927370001,3,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-144.91,1,52,-127.1886999132,-127.1886999132,1994,"Deficit","D",259.81,-0.489545051819407,-0.613878221705092,1,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-159.81,6,50,-772.46555652,-157.47999132,1992,"Deficit","C",259.81,-0.606135219275625,-0.0807131292867865,5,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",266.79,1,53,227.39213000868,227.39213000868,1995,"Surplus","W",259.81,0.875224702700743,1.36476975452015,1,0.875224702700743,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-45.01,1,54,-33.83922,-33.83922,2000,"Deficit","AN",259.81,-0.130246025942035,-0.386963627266079,5,NA,"Actual"
"CEMC1",16,1605,"Central Lahontan",38.71,-119.76,5400,"Alpine County in California","Eastern Sierra",-136.51,5,50,-614.9855652,-136.5099132,1991,"Deficit","C",259.81,-0.525422089988838,-3.0068126707361e-06,4,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",227.29,4,45,824.626735042505,226.298,1998,"Surplus","W",400.51,0.565024593643105,-0.0667399066190608,3,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-170.21,1,42,-149.27886322,-149.27886322,1990,"Deficit","D",400.51,-0.372721937579586,-0.470350880177773,1,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-197.91,1,54,-177.696774209002,-177.696774209002,2020,"Deficit","C",400.51,-0.443676248305916,-0.454218451771436,1,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",16.49,1,53,4.2222579099755,4.2222579099755,2019,"Surplus","AN",400.51,0.0105422034655202,0.2756727143148,1,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",214.89,1,51,188.315790997549,188.315790997549,2017,"Surplus","W",400.51,0.470189985262662,0.597158325689897,5,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",1.38999999999999,4,54,-658.074506146202,-19.767186774209,2023,"Deficit","AN",400.51,-0.0493550392604654,0.47543052849587,3,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-38.51,5,54,-694.710224823623,-36.6357186774209,2024,"Deficit","AN",400.51,-0.0914726690405256,-0.0421176297800601,4,NA,"Estimated"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-258.51,2,54,-428.125451629903,-250.4286774209,2021,"Deficit","C",400.51,-0.62527446860478,-0.181598220298863,1,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-205.71,3,54,-638.307319371993,-210.18186774209,2022,"Deficit","C",400.51,-0.524785567756336,0.100488900848444,2,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",11.99,6,45,1107.5727350425,32.528,2000,"Surplus","AN",400.51,0.08121644902749,-0.54403136001598,5,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-190.11,1,46,-167.8462,-167.8462,2001,"Deficit","C",400.51,-0.419081171506329,-0.500297620533819,6,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",404.19,1,39,350.9917015628,350.9917015628,1982,"Surplus","W",400.51,0.87636189249407,1.19543753198372,3,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",254.09,5,45,1075.0447350425,250.418,1999,"Surplus","W",400.51,0.62524780904347,0.0602232154003647,4,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",59.29,1,41,39.1013678,39.1013678,1989,"Surplus","AN",400.51,0.0976289425981874,0.45366580060423,2,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-122.61,4,46,-489.2291182,-118.7699362,2004,"Deficit","BN",400.51,-0.296546743402162,-0.0862914139472174,3,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-256.21,3,42,-599.2484381742,-250.5326886322,1992,"Deficit","C",400.51,-0.625534165519463,-0.127576845297745,2,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",169.89,1,43,127.84773113678,127.84773113678,1993,"Surplus","W",400.51,0.319212332118499,0.944746497637962,3,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",-215.31,1,44,-180.994226886322,-180.994226886322,1994,"Deficit","C",400.51,-0.451909382752795,-0.771121714871294,1,NA,"Actual"
"CHSO3",18,1801,"Klamath-Northern California Coastal",42.58,-121.85,4202,"Klamath County in Oregon","North Coast",124.09,1,45,93.5815773113678,93.5815773113678,1995,"Surplus","AN",400.51,0.233656031837826,0.685565414590621,1,NA,"Actual"
